zhangsan    警告   文件    192.168.70.29      2017-07-20 10:21:56       zhangsan 登录FW_server
zhangsan    警告   项目    192.168.70.217      2017-07-20 10:23:19       zhangsan下载文件
zhangsan    提示   用户    192.168.70.17      2017-07-25 07:11:06       zhangsan进入项目
zhangsan    操作   文件    192.168.70.222      2017-07-26 23:18:31       zhangsan现在文件
zhangsan    提示   项目    192.168.70.22      2017-11-19 17:05:11       zhangsan下载文件
zhangsan    操作   机种    192.168.70.7      2017-07-14 02:43:42       zhangsan下载机种类
zhangsan    警告   文件    192.168.70.7      2017-07-14 02:40:00       zhangsan下载文件类
zhangsan    提示   机种    192.168.70.217      2017-08-21 16:35:33       zhangsan进入后台
zhangsan    警告   项目    192.8.70.17      2017-07-14 02:40:55       zhangsan下载项目类
zhangsan    提示   项目    192.168.70.2      2017-07-26 23:18:31       zhangsan下载项目
zhangsan    提示   文件    192.168.70.1      2018-03-28 07:30:22       zhangsan登录FW_server
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:07:11       zhangsan修改日志设定
zhangsan    操作   项目    192.168.70.7      2017-10-25 01:53:55       zhangsan下载项目
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:13:44       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:42:41       zhangsan登录主页
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:45:26       zhangsan登录主页
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:45:38       zhangsan退出FW_server
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:46:29       zhangsan登录主页
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:50:07       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:50:32       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:53:07       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 02:53:10       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 03:10:29       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 03:10:33       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 03:10:36       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 03:30:06       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:07:45       zhangsan退出FW_server
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:08:09       zhangsan登录主页
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:22:19       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:27:12       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:27:21       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:27:50       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:29:21       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:45:22       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:48:31       zhangsan退出FW_server
zhangsan    操作   系统    192.168.70.7      2017-10-25 05:49:11       zhangsan登录主页
zhangsan    操作   系统    192.168.70.7      2017-10-25 06:46:12       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 06:46:16       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 06:46:20       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 06:46:30       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 06:46:39       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:16:52       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:19:03       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:19:14       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:19:36       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:20:58       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:21:06       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:23:14       zhangsan修改日志设定
zhangsan    操作   系统    192.168.70.7      2017-10-25 07:26:22       zhangsan修改日志设定
